SourceIdentifier,VendorGivenName,BACnetName,BACnetDescription,BACnetUnit,BACnetTypeStr
514_0_3006780,AP&M.RM-4856.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 26 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3006794,AP&M.RM-4856.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 26 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3006798,AP&M.RM-4856.WC-ADJ,NAE 14 N2 Trunk 2 VAV 26 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3006799,AP&M.RM-4856.ZN-T,NAE 14 N2 Trunk 2 VAV 26 ZN T,Zone Temperature,64,Analog Input
514_0_3006801,AP&M.RM-4816.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 30 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3006803,AP&M.RM-4816.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 30 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3006817,AP&M.RM-4816.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 30 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3006821,AP&M.RM-4816.WC-ADJ,NAE 14 N2 Trunk 2 VAV 30 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3006822,AP&M.RM-4816.ZN-T,NAE 14 N2 Trunk 2 VAV 30 ZN T,Zone Temperature,64,Analog Input
514_0_3006824,AP&M.RM-5715.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 31 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3006826,AP&M.RM-5715.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 31 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3006841,AP&M.RM-5715.RM5715-T,NAE 14 N2 Trunk 2 VAV 31 RM5715 T,Room 5715 Temperature,64,Analog Input
514_0_3006843,AP&M.RM-5715.RM5720-T,NAE 14 N2 Trunk 2 VAV 31 RM5720 T,Room 5720 Temperature,64,Analog Input
514_0_3006846,AP&M.RM-5715.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 31 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3006850,AP&M.RM-5715.WC-ADJ,NAE 14 N2 Trunk 2 VAV 31 WC ADJ,Warm/Cool Adjust,64,Analog Input
514_0_3006851,AP&M.RM-5816.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 32 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3006853,AP&M.RM-5816.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 32 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3006867,AP&M.RM-5816.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 32 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3006871,AP&M.RM-5816.WC-ADJ,NAE 14 N2 Trunk 2 VAV 32 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3006872,AP&M.RM-5816.ZN-T,NAE 14 N2 Trunk 2 VAV 32 ZN T,Zone Temperature,64,Analog Input
514_0_3006874,AP&M.RM-5755.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 33 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3006876,AP&M.RM-5755.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 33 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3006891,AP&M.RM-5755.RM5748-T,NAE 14 N2 Trunk 2 VAV 33 RM5748 T,Room 5748 Temperature,64,Analog Input
514_0_3006893,AP&M.RM-5755.RM5755-T,NAE 14 N2 Trunk 2 VAV 33 RM5755 T,Room 5755 Temperature,64,Analog Input
514_0_3006896,AP&M.RM-5755.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 33 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3006900,AP&M.RM-5755.WC-ADJ,NAE 14 N2 Trunk 2 VAV 33 WC ADJ,Warm/Cool Adjust,64,Analog Input
514_0_3006901,AP&M.RM-5856.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 34 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3006903,AP&M.RM-5856.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 34 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3006917,AP&M.RM-5856.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 34 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3006921,AP&M.RM-5856.WC-ADJ,NAE 14 N2 Trunk 2 VAV 34 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3006922,AP&M.RM-5856.ZN-T,NAE 14 N2 Trunk 2 VAV 34 ZN T,Zone Temperature,64,Analog Input
514_0_3006924,AP&M.RM-2819.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 35 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3006926,AP&M.RM-2819.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 35 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3006940,AP&M.RM-2819.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 35 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3006944,AP&M.RM-2819.WC-ADJ,NAE 14 N2 Trunk 2 VAV 35 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3006945,AP&M.RM-2819.ZN-T,NAE 14 N2 Trunk 2 VAV 35 ZN T,Zone Temperature,64,Analog Input
514_0_3006947,AP&M.RM-1704.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 36 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3006949,AP&M.RM-1704.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 36 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3006964,AP&M.RM-1704.RM1704-T,NAE 14 N2 Trunk 2 VAV 36 RM1704 T,Room 1704 Temperature,64,Analog Input
514_0_3006966,AP&M.RM-1704.RM1705-T,NAE 14 N2 Trunk 2 VAV 36 RM1705 T,Room 1705 Temperature,64,Analog Input
514_0_3006969,AP&M.RM-1704.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 36 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3006973,AP&M.RM-1704.WC-ADJ,NAE 14 N2 Trunk 2 VAV 36 WC ADJ,Warm/Cool Adjust,64,Analog Input
514_0_3006975,AP&M.EF16-VFD.CURRENT,NAE 14 N2 Trunk 2 VFD 1 CURRENT,Load Current,3,Analog Input
514_0_3006976,AP&M.EF16-VFD.DRV-TMP,NAE 14 N2 Trunk 2 VFD 1 DRV TMP,VFD Temperature,62,Analog Input
514_0_3006977,AP&M.EF16-VFD.ENERGY-K,NAE 14 N2 Trunk 2 VFD 1 ENERGY K,VFD Energy kWh,19,Analog Input
514_0_3006979,AP&M.EF16-VFD.ENERGY-M,NAE 14 N2 Trunk 2 VFD 1 ENERGY M,VFD Energy MWh,49,Analog Input
514_0_3006982,AP&M.EF16-VFD.FREQ,NAE 14 N2 Trunk 2 VFD 1 FREQ,Output Frequency,27,Analog Input
514_0_3006986,AP&M.EF16-VFD.LAST-FLT,NAE 14 N2 Trunk 2 VFD 1 LAST FLT,Last Fault Code,95,Analog Input
514_0_3006989,AP&M.EF16-VFD.POWER,NAE 14 N2 Trunk 2 VFD 1 POWER,Motor Power,98,Analog Input
514_0_3006991,AP&M.EF16-VFD.SPEED,NAE 14 N2 Trunk 2 VFD 1 SPEED,Motor Speed,104,Analog Input
514_0_3006992,AP&M.EF16-VFD.TORQUE,NAE 14 N2 Trunk 2 VFD 1 TORQUE,Motor Torque,98,Analog Input
514_0_3006997,AP&M.EF20-VFD.CURRENT,NAE 14 N2 Trunk 2 VFD 2 CURRENT,Load Current,3,Analog Input
514_0_3006998,AP&M.EF20-VFD.DRV-TMP,NAE 14 N2 Trunk 2 VFD 2 DRV TMP,VFD Temperature,62,Analog Input
514_0_3006999,AP&M.EF20-VFD.ENERGY-K,NAE 14 N2 Trunk 2 VFD 2 ENERGY K,VFD Energy kWh,19,Analog Input
514_0_3007001,AP&M.EF20-VFD.ENERGY-M,NAE 14 N2 Trunk 2 VFD 2 ENERGY M,VFD Energy MWh,49,Analog Input
514_0_3007004,AP&M.EF20-VFD.FREQ,NAE 14 N2 Trunk 2 VFD 2 FREQ,Output Frequency,27,Analog Input
514_0_3007008,AP&M.EF20-VFD.LAST-FLT,NAE 14 N2 Trunk 2 VFD 2 LAST FLT,Last Fault Code,95,Analog Input
514_0_3007011,AP&M.EF20-VFD.POWER,NAE 14 N2 Trunk 2 VFD 2 POWER,Motor Power,98,Analog Input
514_0_3007013,AP&M.EF20-VFD.SPEED,NAE 14 N2 Trunk 2 VFD 2 SPEED,Motor Speed,104,Analog Input
514_0_3007014,AP&M.EF20-VFD.TORQUE,NAE 14 N2 Trunk 2 VFD 2 TORQUE,Motor Torque,98,Analog Input
514_0_3007018,AP&M.RM-B881.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 37 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3007020,AP&M.RM-B881.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 37 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007034,AP&M.RM-B881.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 37 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007038,AP&M.RM-B881.WC-ADJ,NAE 14 N2 Trunk 2 VAV 37 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007039,AP&M.RM-B881.ZN-T,NAE 14 N2 Trunk 2 VAV 37 ZN T,Zone Temperature,64,Analog Input
514_0_3007041,AP&M.RM-5839.ACLG-STPT,NAE 14 N2 Trunk 2 VAV 38 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3007043,AP&M.RM-5839.AHTG-STPT,NAE 14 N2 Trunk 2 VAV 38 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007057,AP&M.RM-5839.SUP-FLOW,NAE 14 N2 Trunk 2 VAV 38 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007061,AP&M.RM-5839.WC-ADJ,NAE 14 N2 Trunk 2 VAV 38 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007062,AP&M.RM-5839.ZN-T,NAE 14 N2 Trunk 2 VAV 38 ZN T,Zone Temperature,64,Analog Input
514_0_3007064,AP&M.RM-3711.ACLG-SP,NAE 14 N2 Trunk 2 VAV3 21 ACLG SP,Actual Cooling Setpoint,64,Analog Input
514_0_3007069,AP&M.RM-3711.DMPR-POS,NAE 14 N2 Trunk 2 VAV3 21 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007073,AP&M.RM-3711.SUP-FLOW,NAE 14 N2 Trunk 2 VAV3 21 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007079,AP&M.RM-3721.ACLG-SP,NAE 14 N2 Trunk 2 VAV3 22 ACLG SP,Actual Cooling Setpoint,64,Analog Input
514_0_3007084,AP&M.RM-3721.DMPR-POS,NAE 14 N2 Trunk 2 VAV3 22 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007088,AP&M.RM-3721.SUP-FLOW,NAE 14 N2 Trunk 2 VAV3 22 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007094,AP&M.RM-3731.ACLG-SP,NAE 14 N2 Trunk 2 VAV3 23 ACLG SP,Actual Cooling Setpoint,64,Analog Input
514_0_3007099,AP&M.RM-3731.DMPR-POS,NAE 14 N2 Trunk 2 VAV3 23 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007103,AP&M.RM-3731.SUP-FLOW,NAE 14 N2 Trunk 2 VAV3 23 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007109,AP&M.RM-3741.ACLG-SP,NAE 14 N2 Trunk 2 VAV3 24 ACLG SP,Actual Cooling Setpoint,64,Analog Input
514_0_3007114,AP&M.RM-3741.DMPR-POS,NAE 14 N2 Trunk 2 VAV3 24 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007118,AP&M.RM-3741.SUP-FLOW,NAE 14 N2 Trunk 2 VAV3 24 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007124,AP&M.RM-3880.ACLG-STPT,NAE 14 N2 Trunk 2 VAV3 25 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3007126,AP&M.RM-3880.AHTG-STPT,NAE 14 N2 Trunk 2 VAV3 25 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007131,AP&M.RM-3880.DMPR-POS,NAE 14 N2 Trunk 2 VAV3 25 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007138,AP&M.RM-3880.SUP-FLOW,NAE 14 N2 Trunk 2 VAV3 25 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007142,AP&M.RM-3880.WC-ADJ,NAE 14 N2 Trunk 2 VAV3 25 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007143,AP&M.RM-3880.ZN-T,NAE 14 N2 Trunk 2 VAV3 25 ZN T,Zone Temperature,64,Analog Input
514_0_3007145,AP&M.RM-3701.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 1 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007151,AP&M.RM-3701.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 1 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007152,AP&M.RM-3701.ZN-T,NAE 14 N2 Trunk 2 RHC3 1 ZN T,Zone Temperature,64,Analog Input
514_0_3007154,AP&M.RM-3711.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 2 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007163,AP&M.RM-3711.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 3 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007169,AP&M.RM-3711.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 3 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007170,AP&M.RM-3711.ZN-T,NAE 14 N2 Trunk 2 RHC3 3 ZN T,Zone Temperature,64,Analog Input
514_0_3007172,AP&M.RM-3711A.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 4 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007178,AP&M.RM-3711A.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 4 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007179,AP&M.RM-3711A.ZN-T,NAE 14 N2 Trunk 2 RHC3 4 ZN T,Zone Temperature,64,Analog Input
514_0_3007181,AP&M.RM-3721A.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 5 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007187,AP&M.RM-3721A.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 5 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007188,AP&M.RM-3721A.ZN-T,NAE 14 N2 Trunk 2 RHC3 5 ZN T,Zone Temperature,64,Analog Input
514_0_3007190,AP&M.RM-3721.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 6 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007196,AP&M.RM-3721.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 6 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007197,AP&M.RM-3721.ZN-T,NAE 14 N2 Trunk 2 RHC3 6 ZN T,Zone Temperature,64,Analog Input
514_0_3007199,AP&M.RM-3721.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 7 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007208,AP&M.RM-3731.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 8 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007217,AP&M.RM-3731A.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 9 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007223,AP&M.RM-3731A.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 9 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007224,AP&M.RM-3731A.ZN-T,NAE 14 N2 Trunk 2 RHC3 9 ZN T,Zone Temperature,64,Analog Input
514_0_3007226,AP&M.RM-3731C.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 10 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007232,AP&M.RM-3731C.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 10 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007233,AP&M.RM-3731C.ZN-T,NAE 14 N2 Trunk 2 RHC3 10 ZN T,Zone Temperature,64,Analog Input
514_0_3007235,AP&M.RM-3731.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 11 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007241,AP&M.RM-3731.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 11 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007242,AP&M.RM-3731.ZN-T,NAE 14 N2 Trunk 2 RHC3 11 ZN T,Zone Temperature,64,Analog Input
514_0_3007244,AP&M.RM-3741A.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 12 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007250,AP&M.RM-3741A.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 12 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007251,AP&M.RM-3741A.ZN-T,NAE 14 N2 Trunk 2 RHC3 12 ZN T,Zone Temperature,64,Analog Input
514_0_3007253,AP&M.RM-3741.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 13 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007259,AP&M.RM-3741.WC-ADJ,NAE 14 N2 Trunk 2 RHC3 13 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007260,AP&M.RM-3741.ZN-T,NAE 14 N2 Trunk 2 RHC3 13 ZN T,Zone Temperature,64,Analog Input
514_0_3007262,AP&M.RM-3741.AHTG-STPT,NAE 14 N2 Trunk 2 RHC3 14 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007271,AP&M.RM-4711.ACLG-SP,NAE 14 N2 Trunk 2 VAV4 21 ACLG SP,Actual Cooling Setpoint,64,Analog Input
514_0_3007276,AP&M.RM-4711.DMPR-POS,NAE 14 N2 Trunk 2 VAV4 21 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007280,AP&M.RM-4711.SUP-FLOW,NAE 14 N2 Trunk 2 VAV4 21 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007286,AP&M.RM-4721.ACLG-SP,NAE 14 N2 Trunk 2 VAV4 22 ACLG SP,Actual Cooling Setpoint,64,Analog Input
514_0_3007291,AP&M.RM-4721.DMPR-POS,NAE 14 N2 Trunk 2 VAV4 22 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007295,AP&M.RM-4721.SUP-FLOW,NAE 14 N2 Trunk 2 VAV4 22 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007301,AP&M.RM-4731.ACLG-SP,NAE 14 N2 Trunk 2 VAV4 23 ACLG SP,Actual Cooling Setpoint,64,Analog Input
514_0_3007306,AP&M.RM-4731.DMPR-POS,NAE 14 N2 Trunk 2 VAV4 23 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007310,AP&M.RM-4731.SUP-FLOW,NAE 14 N2 Trunk 2 VAV4 23 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007316,AP&M.RM-4741.ACLG-SP,NAE 14 N2 Trunk 2 VAV4 24 ACLG SP,Actual Cooling Setpoint,64,Analog Input
514_0_3007321,AP&M.RM-4741.DMPR-POS,NAE 14 N2 Trunk 2 VAV4 24 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007325,AP&M.RM-4741.SUP-FLOW,NAE 14 N2 Trunk 2 VAV4 24 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007331,AP&M.RM-4882.ACLG-STPT,NAE 14 N2 Trunk 2 VAV4 25 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
514_0_3007333,AP&M.RM-4882.AHTG-STPT,NAE 14 N2 Trunk 2 VAV4 25 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007338,AP&M.RM-4882.DMPR-POS,NAE 14 N2 Trunk 2 VAV4 25 DMPR POS,Damper Position Feedback,98,Analog Input
514_0_3007345,AP&M.RM-4882.SUP-FLOW,NAE 14 N2 Trunk 2 VAV4 25 SUP FLOW,Supply Air Flow,84,Analog Input
514_0_3007349,AP&M.RM-4882.WC-ADJ,NAE 14 N2 Trunk 2 VAV4 25 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007350,AP&M.RM-4882.ZN-T,NAE 14 N2 Trunk 2 VAV4 25 ZN T,Zone Temperature,64,Analog Input
514_0_3007352,AP&M.RM-4701.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 1 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007358,AP&M.RM-4701.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 1 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007359,AP&M.RM-4701.ZN-T,NAE 14 N2 Trunk 2 RHC4 1 ZN T,Zone Temperature,64,Analog Input
514_0_3007361,AP&M.RM-4711.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 2 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007367,AP&M.RM-4711.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 2 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007368,AP&M.RM-4711.ZN-T,NAE 14 N2 Trunk 2 RHC4 2 ZN T,Zone Temperature,64,Analog Input
514_0_3007370,AP&M.RM-4711.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 3 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007379,AP&M.RM-4711A.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 4 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007385,AP&M.RM-4711A.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 4 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007386,AP&M.RM-4711A.ZN-T,NAE 14 N2 Trunk 2 RHC4 4 ZN T,Zone Temperature,64,Analog Input
514_0_3007388,AP&M.RM-4721A.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 5 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007394,AP&M.RM-4721A.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 5 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007395,AP&M.RM-4721A.ZN-T,NAE 14 N2 Trunk 2 RHC4 5 ZN T,Zone Temperature,64,Analog Input
514_0_3007397,AP&M.RM-4721.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 6 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007406,AP&M.RM-4721.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 7 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007412,AP&M.RM-4721.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 7 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007413,AP&M.RM-4721.ZN-T,NAE 14 N2 Trunk 2 RHC4 7 ZN T,Zone Temperature,64,Analog Input
514_0_3007415,AP&M.RM-4731.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 8 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007421,AP&M.RM-4731.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 8 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007422,AP&M.RM-4731.ZN-T,NAE 14 N2 Trunk 2 RHC4 8 ZN T,Zone Temperature,64,Analog Input
514_0_3007424,AP&M.RM-4731A.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 9 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007430,AP&M.RM-4731A.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 9 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007431,AP&M.RM-4731A.ZN-T,NAE 14 N2 Trunk 2 RHC4 9 ZN T,Zone Temperature,64,Analog Input
514_0_3007433,AP&M.RM-4731D.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 10 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007442,AP&M.RM-4741A.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 12 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007448,AP&M.RM-4741A.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 12 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007449,AP&M.RM-4741A.ZN-T,NAE 14 N2 Trunk 2 RHC4 12 ZN T,Zone Temperature,64,Analog Input
514_0_3007451,AP&M.RM-4741.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 13 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007457,AP&M.RM-4741.WC-ADJ,NAE 14 N2 Trunk 2 RHC4 13 WC ADJ,Warm/Cool Adjustment,64,Analog Input
514_0_3007458,AP&M.RM-4741.ZN-T,NAE 14 N2 Trunk 2 RHC4 13 ZN T,Zone Temperature,64,Analog Input
514_0_3007460,AP&M.RM-4741.AHTG-STPT,NAE 14 N2 Trunk 2 RHC4 14 AHTG STPT,Actual Heating Setpoint,64,Analog Input
514_0_3007469,AP&M.EF27-VFD.AMPS,NAE 14 N2 Trunk 2 EF27 VFD AMPS,Load Current,3,Analog Input
514_0_3007471,AP&M.EF27-VFD.ENERGY,NAE 14 N2 Trunk 2 EF27 VFD ENERGY,System Energy,19,Analog Input
514_0_3007473,AP&M.EF27-VFD.FAULT,NAE 14 N2 Trunk 2 EF27 VFD FAULT,Fault Code,95,Analog Input
514_0_3007476,AP&M.EF27-VFD.FREQ,NAE 14 N2 Trunk 2 EF27 VFD FREQ,Output Frequency,27,Analog Input
514_0_3007480,AP&M.EF27-VFD.POWER,NAE 14 N2 Trunk 2 EF27 VFD POWER,Input Power,48,Analog Input
514_0_3007484,AP&M.EF27-VFD.VOLTS,NAE 14 N2 Trunk 2 EF27 VFD VOLTS,Output Voltage,5,Analog Input
514_0_3007485,AP&M.EF28-VFD.AMPS,NAE 14 N2 Trunk 2 EF28 VFD AMPS,Load Current,3,Analog Input
514_0_3007487,AP&M.EF28-VFD.ENERGY,NAE 14 N2 Trunk 2 EF28 VFD ENERGY,System Energy,19,Analog Input
514_0_3007489,AP&M.EF28-VFD.FAULT,NAE 14 N2 Trunk 2 EF28 VFD FAULT,Fault Code,95,Analog Input
514_0_3007492,AP&M.EF28-VFD.FREQ,NAE 14 N2 Trunk 2 EF28 VFD FREQ,Output Frequency,27,Analog Input
514_0_3007496,AP&M.EF28-VFD.POWER,NAE 14 N2 Trunk 2 EF28 VFD POWER,Input Power,48,Analog Input
514_0_3007500,AP&M.EF28-VFD.VOLTS,NAE 14 N2 Trunk 2 EF28 VFD VOLTS,Output Voltage,5,Analog Input
514_0_3007501,AP&M.EF27-28.EA27-SP,NAE 14 N2 Trunk 2 EF27 28 EA27 SP,Exhaust Fan 27 Static Pressure,58,Analog Input
514_0_3007503,AP&M.EF27-28.EA28-SP,NAE 14 N2 Trunk 2 EF27 28 EA28 SP,Exhaust Fan 28 Static Pressure,58,Analog Input
