SourceIdentifier,VendorGivenName,BACnetName,BACnetDescription,BACnetUnit,BACnetTypeStr
506_1_3003231,EBU3B.RM-3105..HTGPID-O,NAE 06 N2 2 VMA119 HTGPID O,Heating Command,98,Analog Output
505_1_3000224,EBU3B.RM-B240..HTGPID-O,NAE 05 N2 1 VMA 119 HTGPID O,Heating Command,98,Analog Output
505_1_3001939,EBU3B.RM-1212..DPR-C,NAE 05 N2 2 VMA 119 DPR C,Damper Command,98,Analog Output
506_1_3001542,EBU3B.RM-2244..DPR-C,NAE 06 N2 1 VMA119 DPR C,Damper Command,98,Analog Output
506_1_3003225,EBU3B.RM-3105..DPR-C,NAE 06 N2 2 VMA119 DPR C,Damper Command,98,Analog Output
505_1_3000218,EBU3B.RM-B240..DPR-C,NAE 05 N2 1 VMA 119 DPR C,Damper Command,98,Analog Output
505_1_3001941,EBU3B.RM-1212..CLGMAXFLO,NAE 05 N2 2 VMA 119 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3001544,EBU3B.RM-2244..CLGMAXFLO,NAE 06 N2 1 VMA119 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3003227,EBU3B.RM-3105..CLGMAXFLO,NAE 06 N2 2 VMA119 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3000220,EBU3B.RM-B240..CLGMAXFLO,NAE 05 N2 1 VMA 119 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3001944,EBU3B.RM-1212..CLGPID-O,NAE 05 N2 2 VMA 119 CLGPID O,Cooling Command,98,Analog Output
506_1_3001547,EBU3B.RM-2244..CLGPID-O,NAE 06 N2 1 VMA119 CLGPID O,Cooling Command,98,Analog Output
506_1_3003230,EBU3B.RM-3105..CLGPID-O,NAE 06 N2 2 VMA119 CLGPID O,Cooling Command,98,Analog Output
505_1_3000223,EBU3B.RM-B240..CLGPID-O,NAE 05 N2 1 VMA 119 CLGPID O,Cooling Command,98,Analog Output
505_1_3001958,EBU3B.RM-1208..COMMONSP,NAE 05 N2 2 VMA 120 COMMONSP,Common Setpoint,64,Analog Output
506_1_3001561,EBU3B.RM-2227..COMMONSP,NAE 06 N2 1 VMA120 COMMONSP,Common Setpoint,64,Analog Output
506_1_3003244,EBU3B.RM-3152..COMMONSP,NAE 06 N2 2 VMA120 COMMONSP,Common Setpoint,64,Analog Output
505_1_3000239,EBU3B.RM-B250..COMMONSP,NAE 05 N2 1 VMA 120 COMMONSP,Common Setpoint,64,Analog Output
505_1_3026053,EBU3B.RM-1208..W-C-ADJ,NAE 05 N2 2 VMA 120 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015659,EBU3B.RM-2227..W-C-ADJ,NAE 06 N2 1 VMA120 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015737,EBU3B.RM-3152..W-C-ADJ,NAE 06 N2 2 VMA120 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3025987,EBU3B.RM-B250..W-C-ADJ,NAE 05 N2 1 VMA 120 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3001960,EBU3B.RM-1208..SUPFLO-SP,NAE 05 N2 2 VMA 120 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3001563,EBU3B.RM-2227..SUPFLO-SP,NAE 06 N2 1 VMA120 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3003246,EBU3B.RM-3152..SUPFLO-SP,NAE 06 N2 2 VMA120 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
505_1_3000241,EBU3B.RM-B250..SUPFLO-SP,NAE 05 N2 1 VMA 120 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
505_1_3001957,EBU3B.RM-1208..RH-VLV,NAE 05 N2 2 VMA 120 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3001560,EBU3B.RM-2227..RH-VLV,NAE 06 N2 1 VMA120 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3003243,EBU3B.RM-3152..RH-VLV,NAE 06 N2 2 VMA120 RH VLV,Reheat Valve Command,98,Analog Output
505_1_3000238,EBU3B.RM-B250..RH-VLV,NAE 05 N2 1 VMA 120 RH VLV,Reheat Valve Command,98,Analog Output
505_1_3001963,EBU3B.RM-1208..HTGFLOW,NAE 05 N2 2 VMA 120 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3001566,EBU3B.RM-2227..HTGFLOW,NAE 06 N2 1 VMA120 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3003249,EBU3B.RM-3152..HTGFLOW,NAE 06 N2 2 VMA120 HTGFLOW,Occupied Htg Flow,84,Analog Output
505_1_3000244,EBU3B.RM-B250..HTGFLOW,NAE 05 N2 1 VMA 120 HTGFLOW,Occupied Htg Flow,84,Analog Output
505_1_3001962,EBU3B.RM-1208..CLGMiNFLO,NAE 05 N2 2 VMA 120 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3001565,EBU3B.RM-2227..CLGMiNFLO,NAE 06 N2 1 VMA120 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3003248,EBU3B.RM-3152..CLGMiNFLO,NAE 06 N2 2 VMA120 CLGMiNFLO,Occupied Clg Min,84,Analog Output
505_1_3000243,EBU3B.RM-B250..CLGMiNFLO,NAE 05 N2 1 VMA 120 CLGMiNFLO,Occupied Clg Min,84,Analog Output
505_1_3001965,EBU3B.RM-1208..HTGPID-O,NAE 05 N2 2 VMA 120 HTGPID O,Heating Command,98,Analog Output
506_1_3001568,EBU3B.RM-2227..HTGPID-O,NAE 06 N2 1 VMA120 HTGPID O,Heating Command,98,Analog Output
506_1_3003251,EBU3B.RM-3152..HTGPID-O,NAE 06 N2 2 VMA120 HTGPID O,Heating Command,98,Analog Output
505_1_3000246,EBU3B.RM-B250..HTGPID-O,NAE 05 N2 1 VMA 120 HTGPID O,Heating Command,98,Analog Output
505_1_3001959,EBU3B.RM-1208..DPR-C,NAE 05 N2 2 VMA 120 DPR C,Damper Command,98,Analog Output
506_1_3001562,EBU3B.RM-2227..DPR-C,NAE 06 N2 1 VMA120 DPR C,Damper Command,98,Analog Output
506_1_3003245,EBU3B.RM-3152..DPR-C,NAE 06 N2 2 VMA120 DPR C,Damper Command,98,Analog Output
505_1_3000240,EBU3B.RM-B250..DPR-C,NAE 05 N2 1 VMA 120 DPR C,Damper Command,98,Analog Output
505_1_3001961,EBU3B.RM-1208..CLGMAXFLO,NAE 05 N2 2 VMA 120 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3001564,EBU3B.RM-2227..CLGMAXFLO,NAE 06 N2 1 VMA120 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3003247,EBU3B.RM-3152..CLGMAXFLO,NAE 06 N2 2 VMA120 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3000242,EBU3B.RM-B250..CLGMAXFLO,NAE 05 N2 1 VMA 120 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3001964,EBU3B.RM-1208..CLGPID-O,NAE 05 N2 2 VMA 120 CLGPID O,Cooling Command,98,Analog Output
506_1_3001567,EBU3B.RM-2227..CLGPID-O,NAE 06 N2 1 VMA120 CLGPID O,Cooling Command,98,Analog Output
506_1_3003250,EBU3B.RM-3152..CLGPID-O,NAE 06 N2 2 VMA120 CLGPID O,Cooling Command,98,Analog Output
505_1_3000245,EBU3B.RM-B250..CLGPID-O,NAE 05 N2 1 VMA 120 CLGPID O,Cooling Command,98,Analog Output
505_1_3001980,EBU3B.RM-1208B..COMMONSP,NAE 05 N2 2 VMA 121 COMMONSP,Common Setpoint,64,Analog Output
506_1_3001581,EBU3B.RM-2250..COMMONSP,NAE 06 N2 1 VMA121 COMMONSP,Common Setpoint,64,Analog Output
506_1_3003265,EBU3B.RM-3150..COMMONSP,NAE 06 N2 2 VMA121 COMMONSP,Common Setpoint,64,Analog Output
505_1_3000261,EBU3B.RM-B260..COMMONSP,NAE 05 N2 1 VMA 121 COMMONSP,Common Setpoint,64,Analog Output
505_1_3026023,EBU3B.RM-1208B..W-C-ADJ,NAE 05 N2 2 VMA 121 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015665,EBU3B.RM-2250..W-C-ADJ,NAE 06 N2 1 VMA121 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015739,EBU3B.RM-3150..W-C-ADJ,NAE 06 N2 2 VMA121 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3025997,EBU3B.RM-B260..W-C-ADJ,NAE 05 N2 1 VMA 121 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3001982,EBU3B.RM-1208B..SUPFLO-SP,NAE 05 N2 2 VMA 121 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3001583,EBU3B.RM-2250..SUPFLO-SP,NAE 06 N2 1 VMA121 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3003267,EBU3B.RM-3150..SUPFLO-SP,NAE 06 N2 2 VMA121 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
505_1_3000263,EBU3B.RM-B260..SUPFLO-SP,NAE 05 N2 1 VMA 121 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
505_1_3000800,EBU3B.AH1-1.SP-SP,NAE 05 N2 1 DX 32 SP SP,Static Pressure Setpt,58,Analog Output
505_1_3000801,EBU3B.AH1-1.DIFF-SP,NAE 05 N2 1 DX 32 RF OFST,Return Fan Diff Speed from Supply (15%),98,Analog Output
505_1_3001979,EBU3B.RM-1208B..RH-VLV,NAE 05 N2 2 VMA 121 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3001580,EBU3B.RM-2250..RH-VLV,NAE 06 N2 1 VMA121 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3003264,EBU3B.RM-3150..RH-VLV,NAE 06 N2 2 VMA121 RH VLV,Reheat Valve Command,98,Analog Output
505_1_3000260,EBU3B.RM-B260..RH-VLV,NAE 05 N2 1 VMA 121 RH VLV,Reheat Valve Command,98,Analog Output
505_1_3001985,EBU3B.RM-1208B..HTGFLOW,NAE 05 N2 2 VMA 121 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3001586,EBU3B.RM-2250..HTGFLOW,NAE 06 N2 1 VMA121 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3003270,EBU3B.RM-3150..HTGFLOW,NAE 06 N2 2 VMA121 HTGFLOW,Occupied Htg Flow,84,Analog Output
505_1_3000266,EBU3B.RM-B260..HTGFLOW,NAE 05 N2 1 VMA 121 HTGFLOW,Occupied Htg Flow,84,Analog Output
505_1_3001984,EBU3B.RM-1208B..CLGMiNFLO,NAE 05 N2 2 VMA 121 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3001585,EBU3B.RM-2250..CLGMiNFLO,NAE 06 N2 1 VMA121 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3003269,EBU3B.RM-3150..CLGMiNFLO,NAE 06 N2 2 VMA121 CLGMiNFLO,Occupied Clg Min,84,Analog Output
505_1_3000265,EBU3B.RM-B260..CLGMiNFLO,NAE 05 N2 1 VMA 121 CLGMiNFLO,Occupied Clg Min,84,Analog Output
505_1_3001987,EBU3B.RM-1208B..HTGPID-O,NAE 05 N2 2 VMA 121 HTGPID O,Heating Command,98,Analog Output
506_1_3001588,EBU3B.RM-2250..HTGPID-O,NAE 06 N2 1 VMA121 HTGPID O,Heating Command,98,Analog Output
506_1_3003272,EBU3B.RM-3150..HTGPID-O,NAE 06 N2 2 VMA121 HTGPID O,Heating Command,98,Analog Output
505_1_3000268,EBU3B.RM-B260..HTGPID-O,NAE 05 N2 1 VMA 121 HTGPID O,Heating Command,98,Analog Output
505_1_3001981,EBU3B.RM-1208B..DPR-C,NAE 05 N2 2 VMA 121 DPR C,Damper Command,98,Analog Output
506_1_3001582,EBU3B.RM-2250..DPR-C,NAE 06 N2 1 VMA121 DPR C,Damper Command,98,Analog Output
506_1_3003266,EBU3B.RM-3150..DPR-C,NAE 06 N2 2 VMA121 DPR C,Damper Command,98,Analog Output
505_1_3000262,EBU3B.RM-B260..DPR-C,NAE 05 N2 1 VMA 121 DPR C,Damper Command,98,Analog Output
505_1_3001983,EBU3B.RM-1208B..CLGMAXFLO,NAE 05 N2 2 VMA 121 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3001584,EBU3B.RM-2250..CLGMAXFLO,NAE 06 N2 1 VMA121 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3003268,EBU3B.RM-3150..CLGMAXFLO,NAE 06 N2 2 VMA121 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3000264,EBU3B.RM-B260..CLGMAXFLO,NAE 05 N2 1 VMA 121 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3001986,EBU3B.RM-1208B..CLGPID-O,NAE 05 N2 2 VMA 121 CLGPID O,Cooling Command,98,Analog Output
506_1_3001587,EBU3B.RM-2250..CLGPID-O,NAE 06 N2 1 VMA121 CLGPID O,Cooling Command,98,Analog Output
506_1_3003271,EBU3B.RM-3150..CLGPID-O,NAE 06 N2 2 VMA121 CLGPID O,Cooling Command,98,Analog Output
505_1_3000267,EBU3B.RM-B260..CLGPID-O,NAE 05 N2 1 VMA 121 CLGPID O,Cooling Command,98,Analog Output
505_1_3001998,EBU3B.RM-1203..COMMONSP,NAE 05 N2 2 VMA 122 COMMONSP,Common Setpoint,64,Analog Output
506_1_3001601,EBU3B.RM-2256..COMMONSP,NAE 06 N2 1 VMA122 COMMONSP,Common Setpoint,64,Analog Output
506_1_3003284,EBU3B.RM-3127..COMMONSP,NAE 06 N2 2 VMA122 COMMONSP,Common Setpoint,64,Analog Output
505_1_3000283,EBU3B.RM-B270..COMMONSP,NAE 05 N2 1 VMA 122 COMMONSP,Common Setpoint,64,Analog Output
505_1_3026032,EBU3B.RM-1203..W-C-ADJ,NAE 05 N2 2 VMA 122 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015675,EBU3B.RM-2256..W-C-ADJ,NAE 06 N2 1 VMA122 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015740,EBU3B.RM-3127..W-C-ADJ,NAE 06 N2 2 VMA122 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3025995,EBU3B.RM-B270..W-C-ADJ,NAE 05 N2 1 VMA 122 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3002000,EBU3B.RM-1203..SUPFLO-SP,NAE 05 N2 2 VMA 122 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3001603,EBU3B.RM-2256..SUPFLO-SP,NAE 06 N2 1 VMA122 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3003286,EBU3B.RM-3127..SUPFLO-SP,NAE 06 N2 2 VMA122 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
505_1_3000285,EBU3B.RM-B270..SUPFLO-SP,NAE 05 N2 1 VMA 122 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3001600,EBU3B.RM-2256..RH-VLV,NAE 06 N2 1 VMA122 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3009750,EBU3B.RM-3127..RH-VLV,NAE 06 N2 2 VMA122 EBU3BRM 3127RH VLV,Reheat Valve Command,98,Analog Output
505_1_3000282,EBU3B.RM-B270..RH-VLV,NAE 05 N2 1 VMA 122 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3001606,EBU3B.RM-2256..HTGFLOW,NAE 06 N2 1 VMA122 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3009751,EBU3B.RM-3127..HTGFLOW,NAE 06 N2 2 VMA122 EBU3BRM 3127HTGFLOW,Occupied Heating Flow,84,Analog Output
505_1_3000288,EBU3B.RM-B270..HTGFLOW,NAE 05 N2 1 VMA 122 HTGFLOW,Occupied Htg Flow,84,Analog Output
505_1_3002002,EBU3B.RM-1203..CLGMiNFLO,NAE 05 N2 2 VMA 122 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3001605,EBU3B.RM-2256..CLGMiNFLO,NAE 06 N2 1 VMA122 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3003288,EBU3B.RM-3127..CLGMiNFLO,NAE 06 N2 2 VMA122 CLGMiNFLO,Occupied Clg Min,84,Analog Output
505_1_3000287,EBU3B.RM-B270..CLGMiNFLO,NAE 05 N2 1 VMA 122 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3001608,EBU3B.RM-2256..HTGPID-O,NAE 06 N2 1 VMA122 HTGPID O,Heating Command,98,Analog Output
506_1_3009752,EBU3B.RM-3127..HTGPID-O,NAE 06 N2 2 VMA122 EBU3BRM 3127HTGPID O,Heating Command,98,Analog Output
505_1_3000290,EBU3B.RM-B270..HTGPID-O,NAE 05 N2 1 VMA 122 HTGPID O,Heating Command,98,Analog Output
505_1_3001999,EBU3B.RM-1203..DPR-C,NAE 05 N2 2 VMA 122 DPR C,Damper Command,98,Analog Output
506_1_3001602,EBU3B.RM-2256..DPR-C,NAE 06 N2 1 VMA122 DPR C,Damper Command,98,Analog Output
506_1_3003285,EBU3B.RM-3127..DPR-C,NAE 06 N2 2 VMA122 DPR C,Damper Command,98,Analog Output
505_1_3000284,EBU3B.RM-B270..DPR-C,NAE 05 N2 1 VMA 122 DPR C,Damper Command,98,Analog Output
505_1_3002001,EBU3B.RM-1203..CLGMAXFLO,NAE 05 N2 2 VMA 122 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3001604,EBU3B.RM-2256..CLGMAXFLO,NAE 06 N2 1 VMA122 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3003287,EBU3B.RM-3127..CLGMAXFLO,NAE 06 N2 2 VMA122 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3000286,EBU3B.RM-B270..CLGMAXFLO,NAE 05 N2 1 VMA 122 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3002004,EBU3B.RM-1203..CLGPID-O,NAE 05 N2 2 VMA 122 CLGPID O,Cooling Command,98,Analog Output
506_1_3001607,EBU3B.RM-2256..CLGPID-O,NAE 06 N2 1 VMA122 CLGPID O,Cooling Command,98,Analog Output
506_1_3003290,EBU3B.RM-3127..CLGPID-O,NAE 06 N2 2 VMA122 CLGPID O,Cooling Command,98,Analog Output
505_1_3000289,EBU3B.RM-B270..CLGPID-O,NAE 05 N2 1 VMA 122 CLGPID O,Cooling Command,98,Analog Output
505_1_3002017,EBU3B.RM-1221..COMMONSP,NAE 05 N2 2 VMA 123 COMMONSP,Common Setpoint,64,Analog Output
506_1_3001621,EBU3B.RM-2229A..COMMONSP,NAE 06 N2 1 VMA123 COMMONSP,Common Setpoint,64,Analog Output
506_1_3003303,EBU3B.RM-3148..COMMONSP,NAE 06 N2 2 VMA123 COMMONSP,Common Setpoint,64,Analog Output
505_1_3026047,EBU3B.RM-1221..W-C-ADJ,NAE 05 N2 2 VMA 123 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015672,EBU3B.RM-2229A..W-C-ADJ,NAE 06 N2 1 VMA123 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015741,EBU3B.RM-3148..W-C-ADJ,NAE 06 N2 2 VMA123 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3002019,EBU3B.RM-1221..SUPFLO-SP,NAE 05 N2 2 VMA 123 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3001623,EBU3B.RM-2229A..SUPFLO-SP,NAE 06 N2 1 VMA123 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3003305,EBU3B.RM-3148..SUPFLO-SP,NAE 06 N2 2 VMA123 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
505_1_3002016,EBU3B.RM-1221..RH-VLV,NAE 05 N2 2 VMA 123 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3001620,EBU3B.RM-2229A..RH-VLV,NAE 06 N2 1 VMA123 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3003302,EBU3B.RM-3148..RH-VLV,NAE 06 N2 2 VMA123 RH VLV,Reheat Valve Command,98,Analog Output
505_1_3002022,EBU3B.RM-1221..HTGFLOW,NAE 05 N2 2 VMA 123 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3001626,EBU3B.RM-2229A..HTGFLOW,NAE 06 N2 1 VMA123 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3003308,EBU3B.RM-3148..HTGFLOW,NAE 06 N2 2 VMA123 HTGFLOW,Occupied Htg Flow,84,Analog Output
505_1_3002021,EBU3B.RM-1221..CLGMiNFLO,NAE 05 N2 2 VMA 123 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3001625,EBU3B.RM-2229A..CLGMiNFLO,NAE 06 N2 1 VMA123 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3003307,EBU3B.RM-3148..CLGMiNFLO,NAE 06 N2 2 VMA123 CLGMiNFLO,Occupied Clg Min,84,Analog Output
505_1_3002024,EBU3B.RM-1221..HTGPID-O,NAE 05 N2 2 VMA 123 HTGPID O,Heating Command,98,Analog Output
506_1_3001628,EBU3B.RM-2229A..HTGPID-O,NAE 06 N2 1 VMA123 HTGPID O,Heating Command,98,Analog Output
506_1_3003310,EBU3B.RM-3148..HTGPID-O,NAE 06 N2 2 VMA123 HTGPID O,Heating Command,98,Analog Output
505_1_3002018,EBU3B.RM-1221..DPR-C,NAE 05 N2 2 VMA 123 DPR C,Damper Command,98,Analog Output
506_1_3001622,EBU3B.RM-2229A..DPR-C,NAE 06 N2 1 VMA123 DPR C,Damper Command,98,Analog Output
506_1_3003304,EBU3B.RM-3148..DPR-C,NAE 06 N2 2 VMA123 DPR C,Damper Command,98,Analog Output
505_1_3002020,EBU3B.RM-1221..CLGMAXFLO,NAE 05 N2 2 VMA 123 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3001624,EBU3B.RM-2229A..CLGMAXFLO,NAE 06 N2 1 VMA123 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3003306,EBU3B.RM-3148..CLGMAXFLO,NAE 06 N2 2 VMA123 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3002023,EBU3B.RM-1221..CLGPID-O,NAE 05 N2 2 VMA 123 CLGPID O,Cooling Command,98,Analog Output
506_1_3001627,EBU3B.RM-2229A..CLGPID-O,NAE 06 N2 1 VMA123 CLGPID O,Cooling Command,98,Analog Output
506_1_3003309,EBU3B.RM-3148..CLGPID-O,NAE 06 N2 2 VMA123 CLGPID O,Cooling Command,98,Analog Output
505_1_3002037,EBU3B.RM-1223..COMMONSP,NAE 05 N2 2 VMA 124 COMMONSP,Common Setpoint,64,Analog Output
506_1_3001641,EBU3B.RM-2262..COMMONSP,NAE 06 N2 1 VMA124 COMMONSP,Common Setpoint,64,Analog Output
506_1_3003324,EBU3B.RM-3146..COMMONSP,NAE 06 N2 2 VMA124 COMMONSP,Common Setpoint,64,Analog Output
505_1_3026052,EBU3B.RM-1223..W-C-ADJ,NAE 05 N2 2 VMA 124 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015662,EBU3B.RM-2262..W-C-ADJ,NAE 06 N2 1 VMA124 W C ADJ,Warm/Cool Adjust,64,Analog Output
506_1_3015742,EBU3B.RM-3146..W-C-ADJ,NAE 06 N2 2 VMA124 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3002039,EBU3B.RM-1223..SUPFLO-SP,NAE 05 N2 2 VMA 124 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3001643,EBU3B.RM-2262..SUPFLO-SP,NAE 06 N2 1 VMA124 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
506_1_3003326,EBU3B.RM-3146..SUPFLO-SP,NAE 06 N2 2 VMA124 SUPFLO SP,Actual Sup Flow SP,84,Analog Output
505_1_3002036,EBU3B.RM-1223..RH-VLV,NAE 05 N2 2 VMA 124 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3001640,EBU3B.RM-2262..RH-VLV,NAE 06 N2 1 VMA124 RH VLV,Reheat Valve Command,98,Analog Output
506_1_3003323,EBU3B.RM-3146..RH-VLV,NAE 06 N2 2 VMA124 RH VLV,Reheat Valve Command,98,Analog Output
505_1_3002042,EBU3B.RM-1223..HTGFLOW,NAE 05 N2 2 VMA 124 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3001646,EBU3B.RM-2262..HTGFLOW,NAE 06 N2 1 VMA124 HTGFLOW,Occupied Htg Flow,84,Analog Output
506_1_3003329,EBU3B.RM-3146..HTGFLOW,NAE 06 N2 2 VMA124 HTGFLOW,Occupied Htg Flow,84,Analog Output
505_1_3002041,EBU3B.RM-1223..CLGMiNFLO,NAE 05 N2 2 VMA 124 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3001645,EBU3B.RM-2262..CLGMiNFLO,NAE 06 N2 1 VMA124 CLGMiNFLO,Occupied Clg Min,84,Analog Output
506_1_3003328,EBU3B.RM-3146..CLGMiNFLO,NAE 06 N2 2 VMA124 CLGMiNFLO,Occupied Clg Min,84,Analog Output
505_1_3002044,EBU3B.RM-1223..HTGPID-O,NAE 05 N2 2 VMA 124 HTGPID O,Heating Command,98,Analog Output
506_1_3001648,EBU3B.RM-2262..HTGPID-O,NAE 06 N2 1 VMA124 HTGPID O,Heating Command,98,Analog Output
506_1_3003331,EBU3B.RM-3146..HTGPID-O,NAE 06 N2 2 VMA124 HTGPID O,Heating Command,98,Analog Output
505_1_3002038,EBU3B.RM-1223..DPR-C,NAE 05 N2 2 VMA 124 DPR C,Damper Command,98,Analog Output
506_1_3001642,EBU3B.RM-2262..DPR-C,NAE 06 N2 1 VMA124 DPR C,Damper Command,98,Analog Output
506_1_3003325,EBU3B.RM-3146..DPR-C,NAE 06 N2 2 VMA124 DPR C,Damper Command,98,Analog Output
505_1_3002040,EBU3B.RM-1223..CLGMAXFLO,NAE 05 N2 2 VMA 124 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3001644,EBU3B.RM-2262..CLGMAXFLO,NAE 06 N2 1 VMA124 CLGMAXFLO,Cooling Max Flow,84,Analog Output
506_1_3003327,EBU3B.RM-3146..CLGMAXFLO,NAE 06 N2 2 VMA124 CLGMAXFLO,Cooling Max Flow,84,Analog Output
505_1_3002043,EBU3B.RM-1223..CLGPID-O,NAE 05 N2 2 VMA 124 CLGPID O,Cooling Command,98,Analog Output
506_1_3001647,EBU3B.RM-2262..CLGPID-O,NAE 06 N2 1 VMA124 CLGPID O,Cooling Command,98,Analog Output
506_1_3003330,EBU3B.RM-3146..CLGPID-O,NAE 06 N2 2 VMA124 CLGPID O,Cooling Command,98,Analog Output
505_1_3002057,EBU3B.RM-1102..COMMONSP,NAE 05 N2 2 VMA 125 COMMONSP,Common Setpoint,64,Analog Output
506_1_3001661,EBU3B.RM-2266..COMMONSP,NAE 06 N2 1 VMA125 COMMONSP,Common Setpoint,64,Analog Output
506_1_3003345,EBU3B.RM-3144..COMMONSP,NAE 06 N2 2 VMA125 COMMONSP,Common Setpoint,64,Analog Output
505_1_3026041,EBU3B.RM-1102..W-C-ADJ,NAE 05 N2 2 VMA 125 W C ADJ,Warm/Cool Adjust,64,Analog Output
505_1_3000330,EBU3B.CHWP1.REF-1,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 REFERENCE 1,Reference 1,98,Analog Output
505_1_3000372,EBU3B.CHWP2.REF-1,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 REFERENCE 1,Reference 1,98,Analog Output
